-1.139926,-4.398996,-1.096505,-4.265047
-1.121039,-4.404958,-1.079692,-4.270354
-1.107563,-4.407852,-1.089941,-4.268148
-1.087169,-4.410276,-1.071550,-4.270334
-1.074380,-4.410690,-1.080862,-4.270028
-1.052738,-4.409553,-1.061027,-4.268986
-1.041153,-4.408050,-1.068919,-4.270004
-1.018492,-4.403359,-1.047818,-4.265635
-1.008258,-4.400512,-1.054180,-4.267399
-0.984785,-4.392284,-1.032021,-4.259632
-0.975822,-4.388537,-1.036967,-4.261694
-0.951735,-4.376797,-1.013978,-4.250489
-0.943876,-4.372450,-1.017713,-4.252551
-0.919371,-4.357230,-0.994124,-4.237899
-0.912435,-4.352468,-0.996868,-4.239779
-0.887711,-4.333812,-0.972910,-4.221701
-0.881536,-4.328742,-0.974860,-4.223298
-0.856793,-4.306708,-0.950762,-4.201838
-0.851250,-4.301391,-0.952084,-4.203103
-0.826688,-4.276052,-0.928069,-4.178329
-0.821679,-4.270521,-0.928899,-4.179243
-0.797498,-4.241969,-0.905184,-4.151242
-0.792947,-4.236242,-0.905632,-4.151803
-0.769343,-4.204585,-0.882428,-4.120684
-0.765197,-4.198673,-0.882583,-4.120902
-0.742361,-4.164037,-0.860092,-4.086791
-0.738580,-4.157947,-0.860026,-4.086682
-0.716697,-4.120476,-0.838442,-4.049722
-0.713255,-4.114215,-0.838214,-4.049306
-0.692502,-4.074067,-0.817719,-4.009658
-0.689380,-4.067642,-0.817379,-4.008956
-0.669924,-4.024992,-0.798146,-3.966797
-0.667109,-4.018413,-0.797734,-3.965832
-0.649106,-3.973450,-0.779924,-3.921351
-0.646590,-3.966725,-0.779474,-3.920148
-0.630185,-3.919653,-0.763235,-3.873550
-0.627963,-3.912795,-0.762776,-3.872134
-0.613287,-3.863829,-0.748240,-3.823636
-0.611358,-3.856849,-0.747797,-3.822031
-0.598528,-3.806215,-0.735083,-3.771859
-0.596891,-3.799130,-0.734675,-3.770092
-0.586008,-3.747064,-0.723889,-3.718485
-0.584663,-3.739887,-0.723532,-3.716581
-0.575815,-3.686635,-0.714760,-3.663783
-0.574762,-3.679384,-0.714468,-3.661770
-0.568019,-3.625196,-0.707781,-3.608035
-0.567260,-3.617889,-0.707563,-3.605938
-0.562675,-3.563023,-0.703016,-3.551523
-0.569530,-3.583925,-0.695559,-3.521121
-0.505650,-3.459802,-0.629602,-3.392991
-0.532363,-3.487419,-0.594410,-3.361015
-0.483198,-3.463383,-0.544840,-3.336782
-0.481268,-3.462488,-0.538170,-3.333686
-0.431532,-3.440611,-0.488019,-3.311627
-0.429627,-3.439819,-0.481247,-3.308810
-0.379570,-3.420190,-0.430763,-3.289014
-0.377718,-3.419507,-0.423903,-3.286485
-0.327593,-3.402196,-0.373339,-3.269023
-0.325822,-3.401625,-0.366406,-3.266790
-0.275885,-3.386686,-0.316016,-3.251715
-0.274226,-3.386228,-0.309025,-3.249785
-0.224734,-3.373696,-0.259064,-3.237134
-0.223218,-3.373347,-0.252027,-3.235515
-0.174428,-3.363239,-0.202750,-3.225306
-0.173089,-3.362993,-0.195679,-3.224005
-0.125256,-3.355308,-0.147340,-3.216239
-0.124130,-3.355153,-0.140242,-3.215267
-0.077506,-3.349872,-0.093091,-3.209926
-0.076629,-3.349794,-0.085973,-3.209293
-0.031462,-3.346879,-0.040253,-3.206343
-0.030873,-3.346856,-0.033117,-3.206062
0.012596,-3.346253,0.010934,-3.205452
0.012853,-3.346255,0.018090,-3.205542
0.054391,-3.347892,0.060241,-3.207203
0.054271,-3.347883,0.067422,-3.207687
0.093653,-3.351670,0.107454,-3.211537
0.093108,-3.351600,0.114673,-3.212450
0.130118,-3.357430,0.152377,-3.218389
0.129097,-3.357234,0.159648,-3.219777
0.163533,-3.364985,0.194827,-3.227696
0.161980,-3.364576,0.202171,-3.229622
0.193653,-3.374111,0.234642,-3.239398
0.191517,-3.373374,0.242081,-3.241955
0.220250,-3.384538,0.271674,-3.253453
0.217484,-3.383320,0.279225,-3.256767
0.243118,-3.395943,0.305785,-3.269845
0.239698,-3.394044,0.313447,-3.274090
0.262093,-3.407941,0.336832,-3.288602
0.258041,-3.405101,0.344560,-3.294006
0.277078,-3.420072,0.364641,-3.309798
0.272504,-3.415979,0.372305,-3.316644
0.288094,-3.431812,0.388961,-3.333559
0.283258,-3.426130,0.396284,-3.342148
0.295345,-3.442607,0.409394,-3.360021
0.290719,-3.435077,0.415891,-3.370581
0.299285,-3.451988,0.425336,-3.389227
0.295558,-3.442600,0.430308,-3.401733
0.300621,-3.459760,0.435973,-3.420933
0.373010,-3.371664,0.364195,-3.512199
-0.627140,-3.307364,-0.636836,-3.447841
-0.562053,-3.367547,-0.702465,-3.378148
-0.566290,-3.312598,-0.706667,-3.323648
-0.567003,-3.305283,-0.706872,-3.321541
-0.573405,-3.250970,-0.713221,-3.267680
-0.574412,-3.243709,-0.713502,-3.265652
-0.582928,-3.190290,-0.721947,-3.212687
-0.584227,-3.183101,-0.722294,-3.210765
-0.594791,-3.130829,-0.732765,-3.158951
-0.596382,-3.123728,-0.733166,-3.157160
-0.608908,-3.072850,-0.745579,-3.106744
-0.610790,-3.065853,-0.746018,-3.105112
-0.625180,-3.016605,-0.760272,-3.056331
-0.627355,-3.009727,-0.760729,-3.054883
-0.643493,-2.962338,-0.776706,-3.007968
-0.645962,-2.955592,-0.777159,-3.006729
-0.663720,-2.910279,-0.794728,-2.961897
-0.666487,-2.903676,-0.795149,-2.960893
-0.685721,-2.860644,-0.814165,-2.918350
-0.688794,-2.854195,-0.814520,-2.917605
-0.709352,-2.813636,-0.834824,-2.877545
-0.712742,-2.807349,-0.835073,-2.877082
-0.734456,-2.769440,-0.856496,-2.839683
-0.738181,-2.763322,-0.856592,-2.839524
-0.760878,-2.728225,-0.878951,-2.804948
-0.764963,-2.722284,-0.878836,-2.805114
-0.788458,-2.690144,-0.901939,-2.773509
-0.792941,-2.684387,-0.901544,-2.774015
-0.817043,-2.655332,-0.925191,-2.745509
-0.821975,-2.649769,-0.924428,-2.746367
-0.846490,-2.623912,-0.948410,-2.721072
-0.851941,-2.618559,-0.947174,-2.722282
-0.876669,-2.595993,-0.971274,-2.700289
-0.882735,-2.590881,-0.969434,-2.701836
-0.907476,-2.571683,-0.993430,-2.683216
-0.914281,-2.566866,-0.990825,-2.685055
-0.938834,-2.551095,-1.014488,-2.669856
-0.946534,-2.546672,-1.010925,-2.671898
-0.970701,-2.534375,-1.034026,-2.660144
-0.979476,-2.530516,-1.029287,-2.662223
-1.003060,-2.521727,-1.051593,-2.653910
-1.013083,-2.518711,-1.045469,-2.655747
-1.035887,-2.513455,-1.066752,-2.650842
-1.047259,-2.511702,-1.059105,-2.652014
-1.069077,-2.509999,-1.079154,-2.650449
-1.081698,-2.510066,-1.070047,-2.650394
-1.102307,-2.511924,-1.088678,-2.652074
-1.115726,-2.514393,-1.078529,-2.650202
-1.134872,-2.519794,-1.095600,-2.655018
-1.148224,-2.525021,-1.085239,-2.650960
-1.165628,-2.533899,-1.100648,-2.658820
-1.177821,-2.541739,-1.091136,-2.652705
-1.193211,-2.553958,-1.104794,-2.663548
-1.203332,-2.563721,-1.097014,-2.656048
-1.216479,-2.579088,-1.108808,-2.669834
-1.224120,-2.589825,-1.103138,-2.661875
-1.234856,-2.608130,-1.112919,-2.678552
-1.240117,-2.619009,-1.109233,-2.670944
-1.248320,-2.640044,-1.116830,-2.690424
-1.251582,-2.650539,-1.114722,-2.683664
-1.257158,-2.674113,-1.119962,-2.705815
-1.258859,-2.683989,-1.118974,-2.700111
-1.261728,-2.709917,-1.121703,-2.724767
-1.262245,-2.719127,-1.121438,-2.720132
-1.262334,-2.747225,-1.121523,-2.747104
-1.261950,-2.755816,-1.121682,-2.743459
-1.259193,-2.785892,-1.119016,-2.772540
-1.258107,-2.793947,-1.119387,-2.769769
-1.252450,-2.825802,-1.113887,-2.800742
-1.250797,-2.833405,-1.114324,-2.798722
-1.242200,-2.866832,-1.105929,-2.831363
-1.240070,-2.874056,-1.106334,-2.829982
-1.228505,-2.908840,-1.095004,-2.864060
-1.225959,-2.915746,-1.095312,-2.863219
-1.211417,-2.951664,-1.081028,-2.898499
-1.208497,-2.958299,-1.081197,-2.898111
-1.190983,-2.995124,-1.063960,-2.934356
-1.187718,-3.001522,-1.063963,-2.934347
-1.167259,-3.039022,-1.043793,-2.971318
-1.163670,-3.045207,-1.043614,-2.971624
-1.140308,-3.083151,-1.020553,-3.009080
-1.136412,-3.089136,-1.020184,-3.009645
-1.110209,-3.127291,-0.994290,-3.047349
-1.106020,-3.133086,-0.993730,-3.048124
-1.077054,-3.171222,-0.965082,-3.085841
-1.072586,-3.176830,-0.964332,-3.086782
-1.040955,-3.214718,-0.933026,-3.124279
-1.036219,-3.220139,-0.932093,-3.125347
-1.002038,-3.257555,-0.898244,-3.162400
-0.997047,-3.262785,-0.897136,-3.163560
-0.960447,-3.299513,-0.860875,-3.199948
-0.955213,-3.304546,-0.859604,-3.201170
-0.916342,-3.340376,-0.821080,-3.236680
-0.910879,-3.345205,-0.819659,-3.237935
-0.869901,-3.379936,-0.779034,-3.272367
-0.864222,-3.384552,-0.777481,-3.273630
-0.821314,-3.417994,-0.734933,-3.306791
-0.815433,-3.422388,-0.733264,-3.308038
-0.770787,-3.454362,-0.688986,-3.339748
-0.766871,-3.457048,-0.685069,-3.342435
